applId
453092
314160
246309
450562
476159
183214
460914
185447
451629
467719
477822
289549
441569
385993
347115
338166
368209
391549
439330
361561
400250
213421
210178
480918
288434
219424
413001
468873
284249
400478
304754
289589
365692
474531
314478
224587
347034
453430
403880
462354
392064
465801
343442
345742
400459
449215
228923
228924
198500
252722
205365
241295
250385
255123
246129
412129
363997
404498
459238
497870
345966
418300
361886
338718
430689
184525
376241
473919
313171
259730
268801
450561
455914
442317
424370
494087
391481
437149
459762
331752
443222
234686
501376
410620
462706
288198
411958
454260
499627
459440
488346
257386
364859
450637
184444
491109
493049
272833
228584
209010
209010
403883
236980
315724
441859
257387
288309
364730
475429
383280
457433
422679
468213
308195
246135
323521
255870
212315
403425
229603
217840
194269
273038
439300
284131
372913
342822
334760
334752
499969
473872
206066
347087
260382
264389
478921
435176
472222
269957
340514
338910
451189
352628
444876
459720
283872
372811
328403
313232
248369
254868
262674
309613
339780
418522
334751
488644
364896
209222
368445
185683
262671
366158
406939
408284
443820
489564
377320
458885
475604
184605
268645
284035
272999
263382
476178
314884
314887
231462
194028
453092
314160
246309
450562
476159
183214
460914
185447
451629
467719
477822
289549
441569
385993
347115
338166
368209
391549
439330
361561
288133
457460
269161
175965
495102
278524
206072
436943
495202
371891
347963
294392
269088
321724
264722
352619
308847
191821
363358
460182
336942
360780
230684
303753
283811
331060
422647
366166
386727
333034
297486
254448
383129
364740
476351
457458
439663
283883
199070
499259
280236
205797
321097
377729
369985
390270
450580
460346
488006
475914
240810
343086
476117
273042
193465
246134
240707
268137
288336
215932
270650
254826
243482
226072
267676
313617
409881
452716
319019
317819
277635
327904
318191
397066
499662
366547
477582
277261
231331
499189
348265
454390
362592
331866
412902
285285
459480
296735
279991
288428
331802
364864
391754
255316
475829
331881
452573
432972
363916
411999
426238
273558
358742
362038
457471
480902
505782
252631
383182
451286
461022
485649
489800
487912
361143
308141
496837
390094
415417
194078
450592
257391
317847
499755
412147
399652
487998
504809
270030
450318
376323
387675
327876
185025
185024
297492
239922
323465
446039
467828
307832
505076
347121
256248
362468
460363
243815
281154
408906
410750
255068
273045
313922
328706
343759
404953
485623
477583
412928
489155
229576
200547
281871
192440
252718
380307
325007
422851
449192
470523
310429
381852
319982
345850
495101
479045
288263
272979
314776
257917
245970
215497
263379
314925
379603
459244
461086
480155
392213
474592
380394
275659
241333
202002
267036
418134
469484
229682
466126
288441
245958
436069
185348
189258
182566
396689
404097
364669
298950
302030
280120
504136
372936
353137
344355
411878
447327
352439
364742
365531
440707
182203
361981
236861
288194
358030
353063
186720
184768
352345
272992
224760
267109
288006
242457
288065
206079
353070
324405
294415
324405
414000
483476
197360
193353
363508
277536
184776
430246
460960
185181
311399
313004
421773
290977
421808
501093
505322
289298
364898
492590
301915
270595
341461
342841
391287
452105
308061
231465
217460
222984
209123
204814
468112
337962
418482
485624
296155
288921
231355
209046
205086
173085
412228
458399
476842
272561
372940
448822
460355
369917
452607
231414
214471
405640
237649
278185
477549
396651
406742
454775
237522
418521
368969
365804
226208
184329
409668
421841
252689
424979
410755
198446
170733
363687
311371
229648
263554
365511
385983
346657
411664
457487
498789
272434
383210
495456
343929
347112
186287
331942
496893
197363
442995
477819
480279
184529
307759
283966
450645
488501
460285
459219
274183
178085
468161
383719
392054
382949
